gene,hotspot_freq_luad,n_luad_lines_hotspot,n_luad_lines_screened_hotspot,mean_expr_logTPM,std_expr_logTPM,n_luad_lines_expr,mean_copy_number,n_luad_lines_cn,mean_crispr_dependency,n_luad_lines_crispr_dependency,mean_crispr_effect,n_luad_lines_crispr_effect
SCYGR10,,,,0.034,0.096,83.0,,,,,,
SCYGR2,,,,0.0181,0.0549,83.0,1.004,45.0,,,,
SCYGR3,,,,0.0,0.0,83.0,0.9402,45.0,,,,
SCYGR4,,,,0.013,0.0283,83.0,0.9796,45.0,,,,
SCYGR5,,,,0.0026,0.0235,83.0,0.9885,45.0,,,,
SCYGR6,,,,0.0,0.0,83.0,,0.0,,,,
SCYGR7,,,,0.0,0.0,83.0,,0.0,,,,
SCYGR8,,,,0.0016,0.0084,83.0,0.9958,45.0,,,,
SCYL1,,,,5.2171,0.489,83.0,1.2321,45.0,0.413,53.0,-0.4136,53.0
SCYL2,,,,4.7339,0.4493,83.0,1.0771,45.0,0.0321,53.0,0.0119,53.0
SCYL3,,,,2.5117,0.4606,83.0,1.1356,45.0,0.0511,53.0,-0.0508,53.0
SDAD1,,,,4.4784,0.5684,83.0,0.915,45.0,0.8896,53.0,-0.9441,53.0
SDC1,,,,6.3059,1.2673,83.0,1.2297,45.0,0.1703,53.0,-0.2031,53.0
SDC2,,,,2.4222,2.2793,83.0,1.1492,45.0,0.0327,53.0,-0.0087,53.0
SDC3,,,,3.619,1.0553,83.0,0.9663,45.0,0.0576,53.0,-0.0477,53.0
SDC4,,,,6.723,1.2155,83.0,1.2912,45.0,0.0408,53.0,-0.038,53.0
SDCBP,,,,7.1785,0.8967,83.0,1.1714,45.0,0.0453,53.0,-0.0345,53.0
SDCBP2,,,,1.934,1.4567,83.0,1.0669,45.0,0.0151,53.0,0.0848,53.0
SDCCAG8,,,,3.8996,0.8233,83.0,1.0849,45.0,0.013,53.0,0.1082,53.0
SDE2,,,,3.934,0.5,83.0,1.1407,45.0,0.9963,53.0,-1.8065,53.0
SDF2,,,,5.8055,0.4991,83.0,1.0491,45.0,0.0941,53.0,-0.1273,53.0
SDF2L1,,,,5.7889,1.1598,83.0,1.0698,45.0,0.2276,53.0,-0.2831,53.0
SDF4,,,,6.6184,0.6092,83.0,1.0664,45.0,0.0426,53.0,-0.0314,53.0
SDHA,0.0,0.0,131.0,6.8507,0.7575,83.0,1.1662,45.0,0.2659,53.0,-0.2652,53.0
SDHAF1,,,,3.7109,0.5193,83.0,1.2554,45.0,0.2897,53.0,-0.3273,53.0
SDHAF2,0.0,0.0,131.0,5.9364,0.6522,83.0,1.1302,45.0,0.4957,53.0,-0.4633,53.0
SDHAF3,,,,5.6954,0.6183,83.0,1.1656,45.0,0.0241,53.0,0.0452,53.0
SDHAF4,,,,3.1579,0.6264,83.0,0.9062,45.0,0.031,53.0,0.0713,53.0
SDHB,,,,6.9468,0.5215,83.0,1.031,45.0,0.4229,53.0,-0.4282,53.0
SDHC,,,,7.3202,0.5424,83.0,1.2416,45.0,0.9276,53.0,-1.0212,53.0
SDHD,,,,7.0782,0.5871,83.0,1.0226,45.0,0.6451,53.0,-0.6076,53.0
SDK1,,,,0.8766,1.0136,83.0,1.3091,45.0,0.0196,53.0,0.0783,53.0
SDK2,,,,0.1355,0.2904,83.0,1.1265,45.0,0.0629,53.0,-0.0892,53.0
SDR16C5,,,,1.6469,1.6393,83.0,1.0424,45.0,0.0164,53.0,0.0867,53.0
SDR39U1,,,,5.288,0.5248,83.0,1.2639,45.0,0.0569,53.0,-0.0645,53.0
SDR42E1,,,,1.5343,1.3327,83.0,1.1953,45.0,0.0193,53.0,0.0967,53.0
SDR42E2,,,,0.0264,0.0299,83.0,0.9937,45.0,0.069,2.0,-0.1334,2.0
SDR9C7,,,,0.0523,0.0781,83.0,1.1878,45.0,0.0629,53.0,-0.0797,53.0
SDS,,,,0.3722,0.8214,83.0,1.049,45.0,0.0228,53.0,0.0636,53.0
SDSL,,,,3.3825,0.8924,83.0,1.0715,45.0,0.0472,53.0,-0.014,53.0
SEBOX,,,,0.0339,0.054,83.0,1.0683,45.0,0.0884,53.0,-0.0915,53.0
SEC11A,,,,7.6235,0.5315,83.0,1.0682,45.0,0.0355,53.0,0.0024,53.0
SEC11C,,,,5.7555,1.1124,83.0,0.8133,45.0,0.0175,53.0,0.0987,53.0
SEC13,,,,6.4411,0.4892,83.0,0.9293,45.0,0.9982,53.0,-1.7176,53.0
SEC14L1,,,,4.9361,0.901,83.0,1.1705,45.0,0.0252,53.0,0.0681,53.0
SEC14L2,,,,3.4877,1.1106,83.0,0.979,45.0,0.0359,53.0,-0.0246,53.0
SEC14L3,,,,0.0627,0.4185,83.0,0.9495,45.0,0.0562,53.0,-0.0626,53.0
SEC14L4,,,,0.8232,1.1211,83.0,0.9298,45.0,0.0345,53.0,-0.0149,53.0
SEC14L5,,,,0.1584,0.3575,83.0,1.0011,45.0,0.0503,53.0,-0.0337,53.0
SEC14L6,,,,0.222,0.4482,83.0,0.9326,45.0,0.0402,53.0,-0.0249,53.0
SEC16A,,,,4.9383,0.6591,83.0,1.2224,45.0,0.7417,53.0,-0.7022,53.0
SEC16B,,,,0.7179,0.8089,83.0,1.1907,45.0,0.0359,53.0,-0.013,53.0
SEC22A,,,,4.3416,0.506,83.0,1.1072,45.0,0.0581,53.0,-0.0717,53.0
SEC22B,,,,4.6867,0.6425,83.0,1.0013,45.0,0.8765,2.0,-1.1044,2.0
SEC22C,,,,4.4677,0.5849,83.0,0.8817,45.0,0.0258,53.0,0.019,53.0
SEC23A,,,,5.8357,0.9624,83.0,1.3717,45.0,0.0952,53.0,-0.1229,53.0
SEC23B,,,,5.5702,0.621,83.0,1.007,45.0,0.0601,53.0,0.0188,53.0
SEC23IP,,,,4.5969,0.5557,83.0,0.967,45.0,0.0902,53.0,-0.0797,53.0
SEC24A,,,,3.8939,0.56,83.0,0.9682,45.0,0.1178,53.0,-0.1624,53.0
SEC24B,,,,3.8378,0.4511,83.0,0.8555,45.0,0.0381,53.0,-0.0037,53.0
SEC24C,,,,5.2979,0.5333,83.0,1.0161,45.0,0.0538,53.0,-0.0335,53.0
SEC24D,,,,4.2125,0.8743,83.0,0.8911,45.0,0.012,53.0,0.1201,53.0
SEC31A,,,,6.5129,0.5922,83.0,0.9247,45.0,0.0723,53.0,-0.0221,53.0
SEC31B,,,,1.9827,0.9591,83.0,1.0298,45.0,0.0193,53.0,0.0563,53.0
SEC61A1,,,,7.0878,0.5594,83.0,1.1261,45.0,0.9948,53.0,-1.6891,53.0
SEC61A2,,,,2.9444,0.8265,83.0,1.0218,45.0,0.0413,53.0,0.0185,53.0
SEC61B,,,,7.78,0.4559,83.0,1.039,45.0,0.5257,53.0,-0.4905,53.0
SEC61G,,,,8.9093,1.0554,83.0,2.7554,45.0,0.9244,53.0,-0.9628,53.0
SEC62,,,,6.6151,0.6124,83.0,1.1815,45.0,0.3644,53.0,-0.3776,53.0
SEC63,,,,6.0986,0.5191,83.0,0.9147,45.0,0.7147,53.0,-0.6532,53.0
SECISBP2,,,,4.3756,0.489,83.0,1.0433,45.0,0.0986,53.0,-0.1057,53.0
SECISBP2L,,,,3.5239,0.5412,83.0,1.0113,45.0,0.07,53.0,-0.078,53.0
SECTM1,,,,2.8089,1.5845,83.0,1.1806,45.0,0.0442,53.0,-0.0104,53.0
SEH1L,,,,5.0462,0.6155,83.0,0.9816,45.0,0.96,53.0,-1.2285,53.0
SEL1L,,,,5.2121,0.8109,83.0,1.2387,45.0,0.0395,53.0,0.0081,53.0
SEL1L2,,,,0.003,0.012,83.0,1.0091,45.0,0.0112,53.0,0.1057,53.0
SEL1L3,,,,4.9235,1.5248,83.0,0.9832,45.0,0.0549,53.0,-0.06,53.0
SELE,,,,0.0326,0.1055,83.0,1.134,45.0,0.0189,53.0,0.0611,53.0
SELENBP1,,,,3.5781,2.2597,83.0,1.5477,45.0,0.0911,53.0,-0.1024,53.0
SELENOF,,,,8.0474,0.6284,83.0,1.0857,45.0,0.1502,2.0,-0.2448,2.0
SELENOH,,,,5.9704,0.8561,83.0,1.1118,45.0,0.1114,53.0,-0.126,53.0
SELENOI,,,,4.5321,0.6156,83.0,1.197,45.0,0.0815,53.0,-0.0848,53.0
SELENOK,,,,5.7102,0.5733,83.0,0.8774,45.0,0.1767,53.0,-0.2154,53.0
SELENOM,,,,3.9349,1.7551,83.0,0.9146,45.0,0.0529,53.0,-0.0622,53.0
SELENON,,,,4.4163,0.683,83.0,0.9259,45.0,0.0883,53.0,-0.0803,53.0
SELENOO,,,,3.4615,0.6519,83.0,0.9307,45.0,0.0513,53.0,-0.0625,53.0
SELENOP,,,,2.6051,2.0243,83.0,1.4773,45.0,0.0747,53.0,-0.0418,53.0
SELENOS,,,,6.009,0.6939,83.0,1.2461,45.0,0.0364,53.0,0.0046,53.0
SELENOT,,,,6.8225,0.5967,83.0,1.1309,45.0,0.0874,53.0,-0.1264,53.0
SELENOV,,,,0.0655,0.3301,83.0,1.0226,45.0,0.0427,53.0,-0.0202,53.0
SELENOW,,,,6.2736,0.8757,83.0,1.0037,45.0,0.1327,53.0,-0.1855,53.0
SELL,,,,0.8203,0.8616,83.0,1.1594,45.0,0.0168,53.0,0.0724,53.0
SELP,,,,0.0945,0.3427,83.0,1.1533,45.0,0.0744,53.0,-0.1122,53.0
SELPLG,,,,0.8131,0.6354,83.0,1.055,45.0,0.0211,53.0,0.0371,53.0
SEM1,,,,8.6647,0.6036,83.0,1.1925,45.0,0.8901,53.0,-0.9,53.0
SEMA3A,,,,3.2321,1.9602,83.0,1.1542,45.0,0.0312,53.0,-0.0008,53.0
SEMA3B,,,,3.5448,1.7594,83.0,0.8763,45.0,0.1898,2.0,-0.2185,2.0
SEMA3C,,,,4.9574,1.6552,83.0,1.2119,45.0,0.0241,53.0,0.0329,53.0
SEMA3D,0.0,0.0,131.0,0.8745,1.458,83.0,1.1952,45.0,0.0318,53.0,0.0156,53.0
SEMA3E,,,,1.7988,1.4549,83.0,1.1425,45.0,0.0311,53.0,-0.0015,53.0
SEMA3F,,,,2.3021,1.4474,83.0,0.8828,45.0,0.1314,53.0,-0.1771,53.0
SEMA3G,,,,0.4266,0.5378,83.0,0.8848,45.0,0.0772,53.0,-0.1082,53.0
SEMA4A,,,,1.4181,1.3163,83.0,1.281,45.0,0.0779,53.0,-0.108,53.0
SEMA4B,,,,5.585,1.3096,83.0,1.1404,45.0,0.036,53.0,-0.002,53.0
SEMA4C,,,,3.9308,0.8629,83.0,1.2392,45.0,0.0762,53.0,-0.0952,53.0
SEMA4D,,,,2.6172,0.7052,83.0,1.0086,45.0,0.0241,53.0,0.0244,53.0
SEMA4F,,,,2.4991,0.7846,83.0,1.2256,45.0,0.0508,53.0,-0.0701,53.0
SEMA4G,,,,2.6858,1.2196,83.0,1.0287,45.0,0.0534,53.0,-0.0564,53.0
SEMA5A,,,,0.9504,1.1968,83.0,1.5587,45.0,0.0084,53.0,0.1523,53.0
SEMA5B,,,,0.5262,1.0715,83.0,1.1231,45.0,0.0888,53.0,-0.1353,53.0
SEMA6A,,,,1.063,0.8634,83.0,1.024,45.0,0.0195,53.0,0.0466,53.0
SEMA6B,,,,1.7182,1.2932,83.0,0.8727,45.0,0.1724,53.0,-0.2364,53.0
SEMA6C,,,,1.331,0.7168,83.0,1.5169,45.0,0.0599,53.0,-0.073,53.0
SEMA6D,,,,0.5084,1.0185,83.0,0.9662,45.0,0.0204,53.0,0.06,53.0
SEMA7A,,,,2.774,1.7921,83.0,1.0791,45.0,0.0473,53.0,-0.0585,53.0
SEMG1,,,,0.0576,0.3954,83.0,1.3769,45.0,0.0083,53.0,0.1569,53.0
SEMG2,,,,0.0124,0.0895,83.0,1.3953,45.0,0.0243,53.0,0.0334,53.0
SENP1,,,,3.4841,0.5878,83.0,1.1857,45.0,0.0938,53.0,-0.1178,53.0
SENP2,,,,5.3894,0.6366,83.0,1.0641,45.0,0.1208,53.0,-0.1173,53.0
SENP3,,,,5.6825,0.5394,83.0,0.9514,45.0,0.0124,2.0,0.0934,2.0
SENP3-EIF4A1,,,,,,,0.9631,45.0,,,,
SENP5,,,,3.7191,0.4914,83.0,1.1581,45.0,0.0176,53.0,0.072,53.0
SENP6,,,,5.0364,0.5094,83.0,0.9483,45.0,0.9548,53.0,-1.2001,53.0
SENP7,,,,2.864,0.6898,83.0,1.0168,45.0,0.0425,53.0,-0.0331,53.0
SENP8,,,,1.6273,0.4554,83.0,1.1137,45.0,0.071,53.0,-0.0583,53.0
SEPHS1,,,,5.7371,0.6439,83.0,0.9498,45.0,0.2275,53.0,-0.2552,53.0
SEPHS2,,,,5.757,0.7071,83.0,1.1548,45.0,0.6924,53.0,-0.8657,53.0
SEPSECS,,,,2.5313,0.499,83.0,0.992,45.0,0.466,53.0,-0.5261,53.0
SEPTIN1,,,,0.7236,0.5434,83.0,0.978,45.0,,,,
SEPTIN10,,,,5.4695,0.8708,83.0,1.0681,45.0,0.0871,48.0,-0.1352,48.0
SEPTIN11,,,,5.229,0.8657,83.0,0.9585,45.0,0.1256,48.0,-0.1808,48.0
SEPTIN12,,,,0.06,0.1092,83.0,0.9816,45.0,0.0544,48.0,-0.0856,48.0
SEPTIN14,,,,0.0416,0.257,83.0,1.2574,45.0,0.2959,48.0,-0.3315,48.0
SEPTIN2,,,,8.4201,0.5074,83.0,1.086,45.0,0.1287,48.0,-0.1697,48.0
SEPTIN3,,,,1.1876,1.0961,83.0,0.9061,45.0,0.0397,48.0,-0.0349,48.0
SEPTIN4,,,,0.7827,0.7076,83.0,1.196,45.0,0.0413,53.0,0.2631,53.0
SEPTIN5,,,,2.8426,1.6154,83.0,1.4148,45.0,0.1111,48.0,-0.1655,48.0
SEPTIN6,,,,3.2693,0.9956,83.0,0.7207,45.0,0.0288,48.0,-0.0014,48.0
SEPTIN7,,,,7.9125,0.6225,83.0,1.284,45.0,0.6579,2.0,-0.7182,2.0
SEPTIN8,,,,4.356,0.7015,83.0,1.0252,45.0,0.0497,48.0,-0.0667,48.0
SEPTIN9,,,,6.9434,0.8003,83.0,1.1284,45.0,0.1143,48.0,-0.1595,48.0
SERAC1,,,,2.1402,0.6002,83.0,0.8981,45.0,0.0338,53.0,-0.0063,53.0
SERBP1,,,,8.1807,0.5621,83.0,1.078,45.0,0.6666,53.0,-0.6543,53.0
SERF1A,,,,4.8672,1.0265,83.0,,0.0,,,,
SERF1B,,,,3.7552,0.9671,83.0,,0.0,,,,
SERF2,,,,8.8654,0.6469,83.0,0.9359,45.0,0.2841,53.0,-0.3179,53.0
SERGEF,,,,3.579,0.6556,83.0,0.9666,45.0,0.0264,53.0,0.0284,53.0
SERHL2,,,,1.4008,0.9427,83.0,0.9529,45.0,0.1349,53.0,-0.175,53.0
SERINC1,,,,6.2845,0.6194,83.0,0.8896,45.0,0.013,53.0,0.1165,53.0
SERINC2,,,,4.7699,1.5661,83.0,0.9601,45.0,0.0436,53.0,-0.0264,53.0
SERINC3,,,,6.2556,0.564,83.0,1.2905,45.0,0.0897,53.0,-0.1173,53.0
SERINC4,,,,0.5137,0.399,83.0,0.986,45.0,0.2622,53.0,-0.2945,53.0
SERINC5,,,,3.2689,1.0713,83.0,0.9677,45.0,0.0305,53.0,-0.0032,53.0
SERP1,,,,6.6005,0.5426,83.0,1.1433,45.0,0.0883,53.0,-0.1057,53.0
SERP2,,,,0.4851,0.8513,83.0,0.8397,45.0,0.0314,53.0,0.0023,53.0
SERPINA1,,,,3.1345,2.6362,83.0,1.185,45.0,0.028,53.0,0.0287,53.0
SERPINA10,,,,0.0776,0.2554,83.0,1.1758,45.0,0.0077,53.0,0.1487,53.0
SERPINA11,,,,0.0026,0.0104,83.0,1.1678,45.0,0.0061,53.0,0.1827,53.0
SERPINA12,,,,0.0038,0.0118,83.0,1.1578,45.0,0.0384,53.0,-0.0212,53.0
SERPINA2,,,,0.029,0.105,83.0,,,,,,
SERPINA3,,,,1.1905,1.6728,83.0,1.1483,45.0,0.0199,53.0,0.0496,53.0
SERPINA4,,,,0.1252,0.4683,83.0,1.1588,45.0,0.0354,53.0,-0.0145,53.0
SERPINA5,,,,0.5952,0.8717,83.0,1.1547,45.0,0.0216,53.0,0.0473,53.0
SERPINA6,,,,0.2709,0.6322,83.0,1.1957,45.0,0.0383,53.0,-0.0093,53.0
SERPINA7,,,,0.0007,0.0031,83.0,0.7649,45.0,0.0125,53.0,0.1122,53.0
SERPINA9,,,,0.0102,0.0246,83.0,1.1639,45.0,0.0268,53.0,0.053,53.0
SERPINB1,,,,5.3243,1.3592,83.0,1.0477,45.0,0.0155,53.0,0.0804,53.0
SERPINB10,,,,0.0493,0.1515,83.0,0.8118,45.0,0.0298,53.0,-0.0078,53.0
SERPINB11,,,,0.1572,0.5632,83.0,0.806,45.0,0.0847,2.0,-0.1635,2.0
SERPINB12,,,,0.0296,0.0788,83.0,0.8019,45.0,0.0108,53.0,0.1191,53.0
SERPINB13,,,,0.0812,0.2974,83.0,0.8026,45.0,0.0129,53.0,0.09,53.0
SERPINB2,,,,1.1932,2.111,83.0,0.7918,45.0,0.0092,53.0,0.1249,53.0
SERPINB3,,,,0.5304,1.2071,83.0,0.8793,45.0,0.0071,53.0,0.1652,53.0
SERPINB4,,,,0.4287,1.0242,83.0,0.926,45.0,0.0063,53.0,0.1934,53.0
SERPINB5,,,,2.6795,2.1714,83.0,0.812,45.0,0.0281,53.0,0.0006,53.0
SERPINB6,,,,5.9616,0.9116,83.0,1.0995,45.0,0.0486,53.0,0.0034,53.0
SERPINB7,,,,1.4274,1.384,83.0,0.8026,45.0,0.0118,53.0,0.0892,53.0
SERPINB8,,,,2.8821,1.1201,83.0,0.7947,45.0,0.0166,53.0,0.0561,53.0
SERPINB9,,,,1.4932,1.4716,83.0,1.0257,45.0,0.0114,53.0,0.1163,53.0
SERPINC1,,,,0.1052,0.1159,83.0,1.0981,45.0,0.0082,53.0,0.1453,53.0
SERPIND1,,,,0.4061,0.7434,83.0,1.3641,45.0,0.0948,53.0,-0.0986,53.0
SERPINE1,,,,3.375,2.8867,83.0,1.1617,45.0,0.0207,53.0,0.0504,53.0
SERPINE2,,,,4.2779,2.4294,83.0,1.083,45.0,0.0133,53.0,0.1134,53.0
SERPINE3,,,,0.0942,0.089,83.0,0.9291,45.0,0.0337,53.0,0.0094,53.0
SERPINF1,,,,1.7286,1.2365,83.0,0.941,45.0,0.0708,53.0,-0.0699,53.0
SERPINF2,,,,0.6204,0.5648,83.0,0.928,45.0,0.0101,53.0,0.1396,53.0
SERPING1,,,,1.3187,1.6572,83.0,1.057,45.0,0.0701,53.0,-0.0939,53.0
SERPINH1,,,,6.3856,1.668,83.0,1.2247,45.0,0.0102,53.0,0.1337,53.0
SERPINI1,,,,1.9821,1.412,83.0,1.0782,45.0,0.0177,53.0,0.0542,53.0
SERPINI2,,,,0.0271,0.0437,83.0,1.0819,45.0,0.0156,53.0,0.0776,53.0
SERTAD1,,,,3.5226,0.6124,83.0,1.0794,45.0,0.0182,53.0,0.0796,53.0
SERTAD2,,,,4.0801,0.7859,83.0,1.2469,45.0,0.0253,53.0,0.0397,53.0
SERTAD3,,,,4.4671,0.7052,83.0,1.1256,45.0,0.0379,53.0,-0.0242,53.0
SERTAD4,,,,2.3803,1.2804,83.0,1.1309,45.0,0.016,53.0,0.0778,53.0
SERTM1,,,,0.0823,0.2117,83.0,0.8447,45.0,0.0367,53.0,-0.0239,53.0
SERTM2,,,,0.0605,0.4196,83.0,0.7022,45.0,0.0404,2.0,-0.0733,2.0
SESN1,,,,2.3699,0.816,83.0,0.9151,45.0,0.0133,53.0,0.0969,53.0
SESN2,,,,2.7692,0.9278,83.0,0.9613,45.0,0.0458,53.0,-0.044,53.0
SESN3,,,,1.7004,1.205,83.0,1.0977,45.0,0.0332,53.0,0.0068,53.0
SESTD1,,,,4.1449,1.0074,83.0,1.0459,45.0,0.0394,53.0,-0.0374,53.0
SET,,,,8.4579,0.5278,83.0,0.9825,45.0,0.3172,53.0,-0.3357,53.0
SETBP1,,,,0.6772,0.721,83.0,0.7932,45.0,0.0222,53.0,0.0213,53.0
SETD1A,,,,3.4242,0.4833,83.0,1.0502,45.0,0.8675,53.0,-0.8603,53.0
SETD1B,,,,2.5406,0.4505,83.0,1.0152,45.0,0.2476,53.0,-0.251,53.0
SETD2,0.0,0.0,131.0,3.9795,0.3878,83.0,0.854,45.0,0.3983,53.0,-0.3845,53.0
SETD3,,,,5.056,0.5676,83.0,1.2361,45.0,0.0353,53.0,-0.0107,53.0
SETD4,,,,3.6299,0.4729,83.0,0.9763,45.0,0.021,53.0,0.078,53.0
SETD5,,,,5.516,0.525,83.0,0.9101,45.0,0.2699,53.0,-0.2905,53.0
SETD6,,,,4.4436,0.9666,83.0,1.1297,45.0,0.0503,53.0,-0.045,53.0
SETD7,,,,4.7723,0.7998,83.0,0.9294,45.0,0.0511,53.0,-0.0554,53.0
SETD9,,,,3.4878,0.7988,83.0,1.0952,45.0,0.057,53.0,-0.0432,53.0
SETDB1,,,,5.1283,0.6808,83.0,1.5151,45.0,0.5302,53.0,-0.4993,53.0
SETDB2,,,,1.8981,0.5566,83.0,0.8464,45.0,0.034,53.0,0.022,53.0
SETMAR,,,,2.9154,0.4933,83.0,0.9096,45.0,0.0228,53.0,0.0389,53.0
SETSIP,,,,0.9998,0.4258,83.0,1.0554,45.0,,,,
SETX,,,,3.9568,0.4609,83.0,1.0333,45.0,0.2162,53.0,-0.2505,53.0
SEZ6,,,,0.3185,0.6966,83.0,1.0638,45.0,0.0735,53.0,-0.0702,53.0
SEZ6L,,,,0.1806,0.9234,83.0,0.9768,45.0,0.0245,53.0,0.1019,53.0
SEZ6L2,,,,3.6241,1.3107,83.0,1.0064,45.0,0.0364,53.0,0.0073,53.0
SF1,,,,7.5382,0.4881,83.0,1.1738,45.0,0.9997,53.0,-2.6503,53.0
SF3A1,,,,6.0429,0.6398,83.0,1.0181,45.0,0.9994,53.0,-2.1326,53.0
SF3A2,,,,5.4964,0.5099,83.0,0.9271,45.0,0.998,53.0,-1.761,53.0
SF3A3,,,,6.3317,0.5361,83.0,1.0079,45.0,0.9994,53.0,-2.295,53.0
SF3B1,0.0,0.0,131.0,7.6425,0.4255,83.0,1.0539,45.0,0.9855,53.0,-1.4861,53.0
SF3B2,,,,7.106,0.4471,83.0,1.2512,45.0,0.9909,53.0,-1.4976,53.0
SF3B3,,,,7.5136,0.6652,83.0,1.1607,45.0,0.9999,53.0,-2.3544,53.0
SF3B4,,,,6.6526,0.707,83.0,1.63,45.0,0.9991,53.0,-2.1739,53.0
SF3B5,,,,6.8555,0.5447,83.0,0.9062,45.0,1.0,53.0,-2.7,53.0
SF3B6,,,,7.7202,0.5985,83.0,1.1785,45.0,0.9957,53.0,-1.6106,53.0
SFI1,,,,3.8222,0.7193,83.0,0.8829,45.0,0.0322,53.0,0.0258,53.0
SFMBT1,,,,3.0805,0.7219,83.0,0.852,45.0,0.0333,53.0,0.0041,53.0
SFMBT2,,,,1.0194,1.1466,83.0,0.8719,45.0,0.053,53.0,-0.0518,53.0
SFN,,,,6.3975,1.643,83.0,0.9307,45.0,0.1128,53.0,-0.156,53.0
SFPQ,,,,7.7738,0.4108,83.0,1.1477,45.0,0.9956,53.0,-1.6565,53.0
SFR1,,,,3.6356,0.8794,83.0,0.9916,45.0,0.245,53.0,-0.2758,53.0
SFRP1,,,,1.2387,1.9014,83.0,0.9657,45.0,0.0535,53.0,-0.028,53.0
SFRP2,,,,0.0339,0.0598,83.0,0.924,45.0,0.0419,53.0,-0.0411,53.0
SFRP4,,,,0.5021,1.2509,83.0,1.3043,45.0,0.0234,53.0,0.04,53.0
SFRP5,,,,0.1583,0.5714,83.0,1.0032,45.0,0.0307,53.0,0.0025,53.0
SFSWAP,,,,4.594,0.5486,83.0,1.0615,45.0,0.7941,53.0,-0.752,53.0
SFT2D1,,,,6.2065,0.6184,83.0,0.8931,45.0,0.0219,53.0,0.0402,53.0
SFT2D2,,,,3.6745,0.5718,83.0,1.1561,45.0,0.0451,53.0,-0.037,53.0
SFT2D3,,,,1.3212,0.4966,83.0,1.0559,45.0,0.0816,53.0,-0.0983,53.0
SFTA2,,,,1.7945,2.694,83.0,1.0742,45.0,0.1784,53.0,-0.2276,53.0
SFTPA1,,,,0.5931,1.8255,83.0,1.0035,45.0,0.0719,53.0,-0.1036,53.0
SFTPA2,,,,0.5825,1.5805,83.0,1.0315,45.0,0.0218,53.0,0.0447,53.0
SFTPB,,,,0.6736,1.5339,83.0,1.1636,45.0,0.1471,53.0,-0.201,53.0
SFTPC,,,,0.1022,0.2878,83.0,0.8195,45.0,0.0268,53.0,0.0112,53.0
SFTPD,,,,0.4727,0.7735,83.0,1.0081,45.0,0.0292,53.0,0.0007,53.0
SFXN1,,,,6.1232,0.6432,83.0,1.0825,45.0,0.0566,53.0,-0.0532,53.0
SFXN2,,,,3.2911,0.8511,83.0,0.9916,45.0,0.0543,53.0,-0.0781,53.0
SFXN3,,,,4.5828,1.0778,83.0,1.0194,45.0,0.0195,53.0,0.061,53.0
SFXN4,,,,4.5856,0.5754,83.0,0.9588,45.0,0.0419,53.0,0.0207,53.0
SFXN5,,,,3.1246,0.784,83.0,1.1798,45.0,0.0495,53.0,-0.0616,53.0
SGCA,,,,0.1812,0.3232,83.0,1.2085,45.0,0.1177,53.0,-0.1529,53.0
SGCB,,,,3.6299,1.3083,83.0,0.9519,45.0,0.0171,53.0,0.0757,53.0
SGCD,,,,0.1295,0.5084,83.0,1.0443,45.0,0.0219,53.0,0.0283,53.0
SGCE,,,,5.4053,1.6105,83.0,1.2433,45.0,0.2854,53.0,-0.3101,53.0
SGCG,,,,0.1091,0.2302,83.0,0.7851,45.0,0.0456,53.0,-0.0505,53.0
SGCZ,,,,0.0638,0.2847,83.0,0.7678,45.0,0.0091,53.0,0.1357,53.0
SGF29,,,,3.2782,0.6334,83.0,1.0819,45.0,0.6432,53.0,-0.6327,53.0
SGIP1,,,,0.2227,0.5804,83.0,1.1071,45.0,0.0832,53.0,-0.1177,53.0
SGK1,,,,4.3789,1.7576,83.0,0.8133,45.0,0.0619,53.0,-0.0525,53.0
SGK2,,,,1.319,1.3593,83.0,1.2674,45.0,0.0269,53.0,0.0503,53.0
SGK3,,,,2.5683,0.6836,83.0,1.205,45.0,0.0126,53.0,0.1063,53.0
SGMS1,,,,3.9637,0.5607,83.0,0.9802,45.0,0.0218,53.0,0.0439,53.0
SGMS2,,,,3.9858,0.8222,83.0,0.8964,45.0,0.017,53.0,0.0548,53.0
SGO1,,,,3.4962,0.6199,83.0,0.8953,45.0,0.8926,53.0,-1.1215,53.0
SGO2,,,,4.1299,0.7174,83.0,1.1209,45.0,0.198,53.0,-0.1925,53.0
SGPL1,,,,4.5188,0.673,83.0,1.0202,45.0,0.058,53.0,-0.0595,53.0
SGPP1,,,,4.4592,0.9826,83.0,1.2093,45.0,0.3011,53.0,-0.3406,53.0
SGPP2,,,,2.001,1.4661,83.0,1.073,45.0,0.0327,53.0,-0.014,53.0
SGSH,,,,4.2149,0.8552,83.0,1.2081,45.0,0.0401,53.0,-0.0264,53.0
SGSM1,,,,0.5753,0.558,83.0,0.969,45.0,0.0732,53.0,-0.1057,53.0
SGSM2,,,,4.9251,0.9315,83.0,0.9668,45.0,0.0183,53.0,0.0796,53.0
SGSM3,,,,4.9356,0.7169,83.0,0.9093,45.0,0.0435,53.0,-0.0405,53.0
SGTA,,,,5.1886,0.4635,83.0,0.8814,45.0,0.0579,53.0,-0.0795,53.0
SGTB,,,,2.405,0.8127,83.0,0.9855,45.0,0.0154,53.0,0.0728,53.0
SH2B1,,,,4.5312,0.7845,83.0,0.9875,45.0,0.0989,53.0,-0.1166,53.0
